"","FailureTime","classTag","Reply","Evening","weekend","graphId","httpId","youtubeId","garbage","good","bad","contentLength","policy_scores","artUrl"
"45",2,"others","0",1,0,"0","0","0","0",1,0,27,0,"http://www.ptt.cc/bbs/Gossiping/M.1481811480.A.B9A.html"
"46",3,"news","0",1,0,"1","1","0","0",1,0,342,0,"http://www.ptt.cc/bbs/Gossiping/M.1476966663.A.A04.html"
"47",4,"news","0",1,0,"0","1","0","0",1,0,1144,0.0762886597938144,"http://www.ptt.cc/bbs/Gossiping/M.1475670419.A.90F.html"
"48",5,"ask","0",1,1,"0","0","0","0",1,1,86,0,"http://www.ptt.cc/bbs/Gossiping/M.1475421958.A.F22.html"
"49",5,"ask","0",0,1,"0","0","0","0",0,0,41,0,"http://www.ptt.cc/bbs/Gossiping/M.1477160938.A.535.html"
"50",5,"ask","0",0,1,"0","0","0","0",1,0,105,0.00471698113207547,"http://www.ptt.cc/bbs/Gossiping/M.1483754878.A.8A2.html"
"51",5,"ask","1",0,1,"0","0","0","0",1,0,653,0,"http://www.ptt.cc/bbs/Gossiping/M.1478306519.A.90D.html"
"52",5,"ask","0",1,1,"0","0","0","0",1,2,240,0,"http://www.ptt.cc/bbs/Gossiping/M.1477153918.A.70A.html"
"53",5,"ask","0",1,1,"0","0","0","0",3,0,926,0.04,"http://www.ptt.cc/bbs/Gossiping/M.1473605997.A.9DE.html"
"54",6,"ask","0",0,0,"0","0","0","0",2,0,67,0,"http://www.ptt.cc/bbs/Gossiping/M.1476170938.A.400.html"
"55",6,"ask","0",1,0,"0","0","0","0",0,0,80,0,"http://www.ptt.cc/bbs/Gossiping/M.1477936797.A.EBF.html"
"56",6,"news","0",1,1,"0","1","0","0",0,0,1153,0.0190930787589499,"http://www.ptt.cc/bbs/Gossiping/M.1482499978.A.D67.html"
"57",7,"ask","1",1,0,"0","0","0","0",0,0,376,0,"http://www.ptt.cc/bbs/Gossiping/M.1474908595.A.506.html"
"58",7,"ask","0",0,0,"0","0","0","0",1,0,189,0.0232558139534884,"http://www.ptt.cc/bbs/Gossiping/M.1476322255.A.929.html"
"59",8,"ask","0",1,1,"0","0","0","0",0,3,58,0,"http://www.ptt.cc/bbs/Gossiping/M.1475503015.A.D84.html"
"60",8,"ask","0",1,0,"0","0","0","0",0,1,84,0,"http://www.ptt.cc/bbs/Gossiping/M.1475598474.A.B15.html"
"61",9,"ask","1",0,0,"1","1","0","0",1,2,365,0,"http://www.ptt.cc/bbs/Gossiping/M.1476251875.A.2B8.html"
"62",10,"ask","1",0,0,"0","0","0","0",0,1,439,0,"http://www.ptt.cc/bbs/Gossiping/M.1474567312.A.019.html"
"63",10,"ask","0",0,0,"0","0","0","0",3,3,69,0,"http://www.ptt.cc/bbs/Gossiping/M.1476790253.A.312.html"
"64",11,"ask","0",1,1,"0","0","0","0",2,1,72,0.0232558139534884,"http://www.ptt.cc/bbs/Gossiping/M.1475938854.A.ECC.html"
"65",12,"ask","0",1,1,"0","0","0","0",2,0,62,0,"http://www.ptt.cc/bbs/Gossiping/M.1479134510.A.E5A.html"
"66",12,"ask","1",0,0,"0","0","0","0",1,1,51,0,"http://www.ptt.cc/bbs/Gossiping/M.1475481710.A.33F.html"
"67",12,"ask","0",1,1,"0","0","0","0",0,0,45,0,"http://www.ptt.cc/bbs/Gossiping/M.1473430971.A.D28.html"
"68",13,"ask","1",0,0,"0","0","0","0",0,0,381,0,"http://www.ptt.cc/bbs/Gossiping/M.1481572970.A.483.html"
"69",13,"news","1",1,1,"0","1","0","0",1,0,987,0.00911854103343465,"http://www.ptt.cc/bbs/Gossiping/M.1478874589.A.FBC.html"
"70",13,"ask","0",0,1,"1","1","0","0",0,0,991,0.00588235294117647,"http://www.ptt.cc/bbs/Gossiping/M.1477209470.A.401.html"
"71",13,"ask","0",1,1,"0","0","0","0",1,0,56,0,"http://www.ptt.cc/bbs/Gossiping/M.1477317709.A.16C.html"
"72",14,"ask","0",0,0,"0","0","0","0",3,1,176,0.0315789473684211,"http://www.ptt.cc/bbs/Gossiping/M.1475475949.A.93C.html"
"73",14,"ask","1",0,0,"0","0","0","0",1,0,302,0.00980392156862745,"http://www.ptt.cc/bbs/Gossiping/M.1479924289.A.847.html"
"74",15,"news","0",0,0,"0","1","0","0",1,1,761,0.0026246719160105,"http://www.ptt.cc/bbs/Gossiping/M.1480505687.A.118.html"
"75",16,"ask","0",0,0,"0","0","0","0",0,0,74,0,"http://www.ptt.cc/bbs/Gossiping/M.1480053766.A.51F.html"
"76",17,"news","1",0,0,"0","0","0","0",0,0,95,0,"http://www.ptt.cc/bbs/Gossiping/M.1482732170.A.AF4.html"
"77",17,"ask","1",0,0,"1","1","0","0",1,0,275,0,"http://www.ptt.cc/bbs/Gossiping/M.1476248445.A.CEF.html"
"78",17,"ask","0",0,0,"0","0","0","0",3,2,87,0,"http://www.ptt.cc/bbs/Gossiping/M.1475656306.A.9B5.html"
"79",18,"ask","1",0,0,"0","0","0","0",1,3,288,0,"http://www.ptt.cc/bbs/Gossiping/M.1475487825.A.31E.html"
"80",18,"ask","0",0,0,"0","0","0","0",3,0,49,0,"http://www.ptt.cc/bbs/Gossiping/M.1477468785.A.6D1.html"
"81",19,"ask","1",0,1,"0","0","0","0",0,0,62,0,"http://www.ptt.cc/bbs/Gossiping/M.1481347724.A.E01.html"
"82",19,"ask","1",0,1,"0","0","0","0",0,1,694,0,"http://www.ptt.cc/bbs/Gossiping/M.1475311663.A.F06.html"
"83",19,"ask","0",0,1,"0","0","0","0",0,0,87,0,"http://www.ptt.cc/bbs/Gossiping/M.1473490724.A.665.html"
"84",20,"ask","0",0,1,"0","0","0","0",0,1,58,0,"http://www.ptt.cc/bbs/Gossiping/M.1483748443.A.509.html"
"85",20,"news","0",1,0,"1","1","1","0",0,1,1401,0.0372093023255814,"http://www.ptt.cc/bbs/Gossiping/M.1476898004.A.8DA.html"
"86",21,"ask","0",1,1,"0","0","0","0",1,0,96,0,"http://www.ptt.cc/bbs/Gossiping/M.1479133903.A.277.html"
"87",21,"ask","1",0,0,"0","0","0","0",1,1,138,0.0229885057471264,"http://www.ptt.cc/bbs/Gossiping/M.1475749902.A.504.html"
"88",21,"ask","0",0,1,"0","0","0","0",0,2,93,0,"http://www.ptt.cc/bbs/Gossiping/M.1479028061.A.4D4.html"
"89",22,"ask","1",1,1,"0","0","0","0",0,0,58,0,"http://www.ptt.cc/bbs/Gossiping/M.1480690962.A.C85.html"
"90",23,"ask","1",0,0,"0","1","0","0",1,0,1242,0,"http://www.ptt.cc/bbs/Gossiping/M.1473128562.A.F91.html"
"91",23,"ask","1",0,0,"1","1","0","0",4,0,468,0.0145985401459854,"http://www.ptt.cc/bbs/Gossiping/M.1480064921.A.2DE.html"
"92",23,"others","0",1,0,"0","1","0","0",1,4,303,0.00451467268623025,"http://www.ptt.cc/bbs/Gossiping/M.1477573122.A.356.html"
"93",24,"ask","0",0,0,"1","1","0","0",5,0,219,0,"http://www.ptt.cc/bbs/Gossiping/M.1474587159.A.58F.html"
"94",24,"ask","0",0,0,"0","0","0","0",3,1,59,0,"http://www.ptt.cc/bbs/Gossiping/M.1475550640.A.C33.html"
"95",24,"ask","0",0,1,"0","0","0","1",1,0,180,0.00909090909090909,"http://www.ptt.cc/bbs/Gossiping/M.1475989060.A.E64.html"
"96",25,"ask","1",0,1,"0","0","0","0",0,0,414,0,"http://www.ptt.cc/bbs/Gossiping/M.1476532178.A.284.html"
"97",25,"ask","0",1,0,"0","0","0","0",1,0,40,0,"http://www.ptt.cc/bbs/Gossiping/M.1477410758.A.E85.html"
"98",25,"ask","0",1,1,"0","0","0","0",0,1,116,0,"http://www.ptt.cc/bbs/Gossiping/M.1475947598.A.58A.html"
"99",27,"ask","1",0,0,"0","0","0","0",0,0,482,0,"http://www.ptt.cc/bbs/Gossiping/M.1482125136.A.D15.html"
"100",28,"ask","0",1,0,"0","0","0","0",3,0,397,0.0672268907563025,"http://www.ptt.cc/bbs/Gossiping/M.1475758716.A.BD5.html"
"101",28,"news","1",0,0,"0","0","0","0",2,0,463,0.0394736842105263,"http://www.ptt.cc/bbs/Gossiping/M.1475540794.A.699.html"
"102",30,"ask","0",1,0,"0","0","0","0",1,0,62,0,"http://www.ptt.cc/bbs/Gossiping/M.1474386693.A.D11.html"
"103",30,"ask","0",1,1,"0","0","0","0",1,1,66,0,"http://www.ptt.cc/bbs/Gossiping/M.1476455433.A.FAC.html"
"104",31,"ask","1",0,0,"0","0","0","0",0,1,292,0,"http://www.ptt.cc/bbs/Gossiping/M.1480272391.A.8DD.html"
"105",32,"ask","1",1,1,"1","1","0","0",0,0,575,0,"http://www.ptt.cc/bbs/Gossiping/M.1483794391.A.F12.html"
"106",34,"ask","1",1,1,"0","0","0","0",0,2,722,0,"http://www.ptt.cc/bbs/Gossiping/M.1475239949.A.AE9.html"
"107",36,"ask","1",1,1,"0","0","0","0",1,0,509,0,"http://www.ptt.cc/bbs/Gossiping/M.1474739006.A.F88.html"
"108",37,"news","1",0,0,"0","0","0","0",1,1,87,0.0816326530612245,"http://www.ptt.cc/bbs/Gossiping/M.1476358225.A.596.html"
"109",39,"ask","0",0,1,"0","0","0","0",1,0,177,0.0263157894736842,"http://www.ptt.cc/bbs/Gossiping/M.1478313503.A.AC1.html"
"110",39,"ask","0",0,0,"1","1","0","0",1,1,170,0,"http://www.ptt.cc/bbs/Gossiping/M.1476776909.A.36D.html"
"111",40,"ask","0",0,0,"0","0","0","0",0,3,237,0.0153846153846154,"http://www.ptt.cc/bbs/Gossiping/M.1473910287.A.E59.html"
"112",40,"ask","0",0,1,"0","0","0","0",2,0,49,0,"http://www.ptt.cc/bbs/Gossiping/M.1476597562.A.7B3.html"
"113",41,"news","0",0,1,"0","1","0","0",2,0,287,0.0161290322580645,"http://www.ptt.cc/bbs/Gossiping/M.1474191322.A.093.html"
"114",41,"ask","0",0,0,"0","0","0","0",3,0,37,0,"http://www.ptt.cc/bbs/Gossiping/M.1476068422.A.114.html"
"115",45,"ask","0",0,0,"0","0","0","0",1,0,86,0,"http://www.ptt.cc/bbs/Gossiping/M.1480309337.A.9D4.html"
"116",48,"news","0",0,1,"0","1","0","0",1,0,901,0,"http://www.ptt.cc/bbs/Gossiping/M.1477222155.A.CC4.html"
"117",48,"ask","0",1,1,"0","0","0","0",0,0,216,0,"http://www.ptt.cc/bbs/Gossiping/M.1480265715.A.D3C.html"
"118",48,"ask","1",0,0,"0","0","0","0",1,0,737,0,"http://www.ptt.cc/bbs/Gossiping/M.1475820080.A.A5C.html"
"119",48,"ask","0",0,0,"0","0","0","0",0,0,84,0.0306122448979592,"http://www.ptt.cc/bbs/Gossiping/M.1474255874.A.4E9.html"
"120",48,"ask","0",1,0,"0","0","0","1",2,0,54,0,"http://www.ptt.cc/bbs/Gossiping/M.1479996914.A.619.html"
"121",48,"others","0",1,1,"0","0","0","1",2,1,20,0.0747863247863248,"http://www.ptt.cc/bbs/Gossiping/M.1483199115.A.E9F.html"
"122",51,"news","0",0,0,"1","1","0","0",1,0,552,0,"http://www.ptt.cc/bbs/Gossiping/M.1480937653.A.698.html"
"123",51,"news","0",1,1,"0","1","0","0",0,1,684,0.0729166666666667,"http://www.ptt.cc/bbs/Gossiping/M.1475773273.A.D9F.html"
"124",52,"ask","0",0,0,"0","0","0","0",1,0,77,0,"http://www.ptt.cc/bbs/Gossiping/M.1481618350.A.137.html"
"125",52,"ask","0",1,1,"0","0","0","0",1,5,57,0,"http://www.ptt.cc/bbs/Gossiping/M.1474563731.A.F9D.html"
"126",53,"ask","1",0,0,"0","0","0","0",1,0,501,0.0136054421768707,"http://www.ptt.cc/bbs/Gossiping/M.1476385569.A.771.html"
"127",54,"ask","0",1,1,"0","0","0","0",3,0,50,0,"http://www.ptt.cc/bbs/Gossiping/M.1480773010.A.65D.html"
"128",56,"ask","1",1,0,"0","0","0","0",1,1,294,0,"http://www.ptt.cc/bbs/Gossiping/M.1477579506.A.6A2.html"
"129",56,"ask","0",1,1,"0","0","0","1",1,1,53,0.0294117647058824,"http://www.ptt.cc/bbs/Gossiping/M.1476104767.A.005.html"
"130",57,"ask","0",1,0,"0","0","0","0",2,1,116,0,"http://www.ptt.cc/bbs/Gossiping/M.1476276665.A.1E7.html"
"131",58,"ask","0",0,0,"0","1","1","0",0,0,323,0,"http://www.ptt.cc/bbs/Gossiping/M.1479098645.A.0C2.html"
"132",58,"ask","0",0,0,"0","0","0","0",1,3,71,0,"http://www.ptt.cc/bbs/Gossiping/M.1476854524.A.1FC.html"
"133",59,"ask","0",0,0,"0","0","0","0",2,2,65,0.0487804878048781,"http://www.ptt.cc/bbs/Gossiping/M.1478659324.A.543.html"
"134",59,"others","0",0,0,"1","1","0","0",1,5,299,0,"http://www.ptt.cc/bbs/Gossiping/M.1478666343.A.6EE.html"
"135",59,"ask","1",1,1,"0","0","0","0",0,0,286,0.0689655172413793,"http://www.ptt.cc/bbs/Gossiping/M.1473603125.A.EE2.html"
"136",59,"ask","0",1,1,"0","1","0","0",0,0,372,0.0232558139534884,"http://www.ptt.cc/bbs/Gossiping/M.1473425644.A.924.html"
"137",60,"ask","0",0,1,"0","0","0","0",1,0,36,0,"http://www.ptt.cc/bbs/Gossiping/M.1483850463.A.B1E.html"
"138",60,"news","1",0,0,"0","0","0","0",1,0,293,0,"http://www.ptt.cc/bbs/Gossiping/M.1483339625.A.736.html"
"139",61,"news","1",0,0,"0","1","0","0",2,0,376,0.0141843971631206,"http://www.ptt.cc/bbs/Gossiping/M.1483901822.A.41A.html"
"140",61,"ask","1",1,0,"0","0","0","0",1,0,329,0.0232558139534884,"http://www.ptt.cc/bbs/Gossiping/M.1482328142.A.213.html"
"141",61,"ask","0",0,0,"0","0","0","0",0,1,36,0.0454545454545455,"http://www.ptt.cc/bbs/Gossiping/M.1478668022.A.30F.html"
"142",62,"ask","0",1,1,"0","0","0","0",2,0,110,0,"http://www.ptt.cc/bbs/Gossiping/M.1480856041.A.AD4.html"
"143",62,"ask","0",1,0,"1","1","0","0",0,3,262,0,"http://www.ptt.cc/bbs/Gossiping/M.1475078520.A.12C.html"
"144",62,"ask","0",1,0,"0","0","0","0",1,7,90,0.0285714285714286,"http://www.ptt.cc/bbs/Gossiping/M.1473182761.A.314.html"
"145",62,"ask","0",1,1,"0","0","0","0",1,1,95,0,"http://www.ptt.cc/bbs/Gossiping/M.1475253180.A.778.html"
"146",65,"ask","0",1,0,"0","0","0","0",1,1,46,0,"http://www.ptt.cc/bbs/Gossiping/M.1473264657.A.F27.html"
"147",65,"ask","0",0,0,"0","0","0","0",2,1,47,0,"http://www.ptt.cc/bbs/Gossiping/M.1483417259.A.518.html"
"148",66,"ask","1",0,1,"0","0","0","0",0,0,425,0.0132450331125828,"http://www.ptt.cc/bbs/Gossiping/M.1475293737.A.467.html"
"149",66,"ask","1",0,1,"0","0","0","1",0,1,210,0.0178571428571429,"http://www.ptt.cc/bbs/Gossiping/M.1479005097.A.80F.html"
"150",66,"ask","0",0,0,"0","0","0","0",1,2,50,0,"http://www.ptt.cc/bbs/Gossiping/M.1482461457.A.284.html"
"151",67,"ask","0",1,1,"0","0","0","0",1,0,81,0,"http://www.ptt.cc/bbs/Gossiping/M.1480006496.A.61D.html"
"152",67,"ask","0",1,1,"0","0","0","0",2,0,75,0,"http://www.ptt.cc/bbs/Gossiping/M.1483805575.A.D3E.html"
"153",67,"ask","1",0,0,"0","0","0","0",1,0,572,0.0158730158730159,"http://www.ptt.cc/bbs/Gossiping/M.1473064436.A.950.html"
"154",67,"ask","0",1,1,"0","0","0","0",1,0,187,0,"http://www.ptt.cc/bbs/Gossiping/M.1478883957.A.B8B.html"
"155",67,"news","1",0,0,"0","0","0","0",1,0,477,0.0178571428571429,"http://www.ptt.cc/bbs/Gossiping/M.1481518076.A.621.html"
"156",68,"ask","0",1,0,"0","0","0","0",2,1,164,0.024390243902439,"http://www.ptt.cc/bbs/Gossiping/M.1480604755.A.469.html"
"157",68,"news","1",0,0,"0","1","0","0",0,0,698,0,"http://www.ptt.cc/bbs/Gossiping/M.1477290115.A.C4F.html"
"158",70,"ask","0",1,0,"0","0","0","0",0,0,129,0,"http://www.ptt.cc/bbs/Gossiping/M.1475600093.A.BE7.html"
"159",70,"ask","0",1,0,"0","0","0","0",5,1,73,0,"http://www.ptt.cc/bbs/Gossiping/M.1476720832.A.765.html"
"160",72,"ask","0",0,0,"0","0","0","0",1,0,42,0,"http://www.ptt.cc/bbs/Gossiping/M.1476929571.A.4DD.html"
"161",76,"ask","1",0,0,"0","0","0","0",0,0,447,0.00476190476190476,"http://www.ptt.cc/bbs/Gossiping/M.1480325387.A.229.html"
"162",76,"news","1",1,0,"0","1","0","0",0,0,439,0,"http://www.ptt.cc/bbs/Gossiping/M.1481719846.A.71E.html"
"163",77,"ask","1",0,0,"1","1","0","0",0,1,594,0,"http://www.ptt.cc/bbs/Gossiping/M.1474844445.A.61E.html"
"164",78,"ask","0",0,0,"0","0","0","0",1,2,339,0,"http://www.ptt.cc/bbs/Gossiping/M.1480473707.A.0E0.html"
"165",79,"ask","0",0,0,"0","0","0","0",5,0,137,0,"http://www.ptt.cc/bbs/Gossiping/M.1473933644.A.6EF.html"
"166",79,"ask","1",0,1,"1","1","0","0",2,0,167,0,"http://www.ptt.cc/bbs/Gossiping/M.1483231723.A.DC2.html"
"167",79,"ask","1",0,0,"0","0","0","0",1,0,280,0.0297029702970297,"http://www.ptt.cc/bbs/Gossiping/M.1473841907.A.FD9.html"
"168",79,"others","1",0,0,"0","0","0","0",0,0,68,0.0487804878048781,"http://www.ptt.cc/bbs/Gossiping/M.1482725983.A.3DE.html"
"169",81,"ask","0",0,1,"0","0","0","0",0,1,93,0,"http://www.ptt.cc/bbs/Gossiping/M.1483872224.A.682.html"
"170",82,"ask","1",0,0,"0","0","0","0",1,0,571,0.0116959064327485,"http://www.ptt.cc/bbs/Gossiping/M.1474541921.A.822.html"
"171",83,"news","1",0,0,"0","0","0","0",2,4,31,0,"http://www.ptt.cc/bbs/Gossiping/M.1474973740.A.A72.html"
"172",86,"ask","1",1,1,"0","0","0","0",0,0,67,0,"http://www.ptt.cc/bbs/Gossiping/M.1474214556.A.6E0.html"
"173",87,"ask","0",0,0,"0","0","0","0",1,3,95,0,"http://www.ptt.cc/bbs/Gossiping/M.1475467656.A.750.html"
"174",88,"ask","1",0,1,"0","0","0","0",2,4,350,0,"http://www.ptt.cc/bbs/Gossiping/M.1483152155.A.4F9.html"
"175",89,"ask","0",1,1,"0","0","0","0",0,1,165,0,"http://www.ptt.cc/bbs/Gossiping/M.1479560794.A.C24.html"
"176",89,"ask","0",1,0,"0","0","0","0",0,1,154,0,"http://www.ptt.cc/bbs/Gossiping/M.1474466496.A.3E4.html"
"177",90,"ask","1",1,1,"0","0","0","0",4,0,51,0,"http://www.ptt.cc/bbs/Gossiping/M.1482427833.A.2E4.html"
"178",90,"ask","0",1,1,"0","0","0","0",1,0,36,0.0476190476190476,"http://www.ptt.cc/bbs/Gossiping/M.1473085352.A.51B.html"
"179",92,"ask","1",1,0,"0","0","0","0",2,0,2025,0,"http://www.ptt.cc/bbs/Gossiping/M.1474994132.A.C1A.html"
"180",94,"news","1",0,0,"0","0","0","0",1,1,144,0.0352941176470588,"http://www.ptt.cc/bbs/Gossiping/M.1477914809.A.916.html"
"181",94,"others","1",0,1,"1","1","0","0",1,0,382,0,"http://www.ptt.cc/bbs/Gossiping/M.1481972490.A.6CC.html"
"182",94,"news","0",1,1,"0","1","0","0",2,0,361,0,"http://www.ptt.cc/bbs/Gossiping/M.1473529469.A.B7F.html"
"183",95,"ask","0",1,1,"0","0","0","0",0,3,87,0,"http://www.ptt.cc/bbs/Gossiping/M.1477666171.A.759.html"
"184",95,"ask","0",1,1,"0","0","0","0",1,3,86,0.0175054704595186,"http://www.ptt.cc/bbs/Gossiping/M.1480264710.A.187.html"
"185",95,"news","1",1,1,"0","1","0","0",1,0,1386,0,"http://www.ptt.cc/bbs/Gossiping/M.1475424390.A.6A2.html"
"186",96,"ask","0",1,1,"0","0","0","0",1,0,59,0,"http://www.ptt.cc/bbs/Gossiping/M.1479477866.A.DDA.html"
"187",96,"ask","0",1,1,"0","0","0","0",0,1,116,0,"http://www.ptt.cc/bbs/Gossiping/M.1477671866.A.7D1.html"
"188",96,"ask","0",0,1,"0","0","0","0",1,0,675,0.0248756218905473,"http://www.ptt.cc/bbs/Gossiping/M.1481342427.A.9CB.html"
"189",96,"ask","0",1,1,"0","0","0","0",2,1,790,0.0211267605633803,"http://www.ptt.cc/bbs/Gossiping/M.1477745247.A.72C.html"
"190",96,"ask","0",1,1,"0","0","0","0",1,2,119,0,"http://www.ptt.cc/bbs/Gossiping/M.1481374048.A.0AA.html"
"191",96,"ask","0",0,1,"0","0","0","0",0,4,37,0,"http://www.ptt.cc/bbs/Gossiping/M.1482660807.A.50F.html"
"192",97,"ask","0",0,1,"0","0","0","0",1,1,48,0,"http://www.ptt.cc/bbs/Gossiping/M.1477194925.A.BEC.html"
"193",100,"ask","1",1,1,"1","1","0","0",2,0,658,0,"http://www.ptt.cc/bbs/Gossiping/M.1483883663.A.808.html"
"194",101,"ask","0",0,1,"0","0","0","0",0,0,74,0.0689655172413793,"http://www.ptt.cc/bbs/Gossiping/M.1474199721.A.BED.html"
"195",101,"ask","0",0,1,"0","0","0","0",1,1,448,0,"http://www.ptt.cc/bbs/Gossiping/M.1474801282.A.024.html"
